asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,total,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV2492,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV2582,0,0,0,0,1,7,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV2727,0,0,0,0,4,0,0,0,4,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2894,0,0,0,0,0,0,0,0,8,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV2968,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3289,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV3756,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV3863,0,0,0,0,0,0,0,0,8,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV5081,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV5136,0,0,2,6,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV5215,0,0,1,0,0,7,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV5288,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV5499,0,0,4,0,0,4,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV5669,0,0,0,7,1,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV5868,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV5969,0,0,0,7,1,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV6574,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V XX sp.
ASV7026,0,0,1,2,1,0,0,4,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20 X sp.
ASV7271,0,0,0,0,0,2,0,6,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8141,0,8,0,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8142,0,8,0,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV8147,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8148,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8149,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8152,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-27,Dino-Group-II-Clade-27_X,Dino-Group-II-Clade-27 X sp.
ASV8154,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8155,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8156,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV8157,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8158,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV8159,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8160,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8161,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8162,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV8163,0,0,8,0,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV8164,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8170,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV8171,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-40,Dino-Group-II-Clade-40_X,Dino-Group-II-Clade-40 X sp.
ASV8172,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8173,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-55,Dino-Group-II-Clade-55_X,Dino-Group-II-Clade-55 X sp.
ASV8175,0,0,0,8,0,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV8180,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV8183,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8184,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8189,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV8193,0,0,0,0,8,0,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV8199,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8200,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8201,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8202,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8203,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV8205,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8207,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8208,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV8209,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8210,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV8211,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-5,Dino-Group-II-Clade-5_X,Dino-Group-II-Clade-5 X sp.
ASV8212,0,0,0,0,0,8,0,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8214,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV8215,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV8219,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8223,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV8225,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV8226,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV8227,0,0,0,0,0,0,8,0,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-2,Dino-Group-I-Clade-2_X,Dino-Group-I-Clade-2 X sp.
ASV8234,0,0,0,0,0,0,0,8,0,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-21,Dino-Group-II-Clade-21_X,Dino-Group-II-Clade-21 X sp.
ASV8239,0,0,0,0,0,0,0,0,8,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV8240,0,0,0,0,0,0,0,0,8,8,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV1033,0,0,0,0,0,0,0,0,7,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV2012,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV2477,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV2557,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV2835,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV2957,0,0,0,0,0,0,0,0,7,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12 X sp.
ASV3038,0,0,0,0,0,7,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV3305,0,0,5,2,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14 X sp.
ASV3966,0,0,0,0,0,0,0,0,7,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV3991,0,0,0,0,5,2,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV4139,0,0,0,2,5,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV4308,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV4594,0,0,0,0,0,7,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV5282,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV5303,0,0,0,0,0,0,0,0,7,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV5874,0,0,0,0,0,2,0,5,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-25,Dino-Group-II-Clade-25_X,Dino-Group-II-Clade-25 X sp.
ASV6444,0,0,2,0,5,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV6743,0,0,0,0,0,0,7,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1 X sp.
ASV7495,0,0,0,0,0,0,7,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15 X sp.
ASV8419,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium sp.
ASV8425,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II-Clade-52_X,Dino-Group-II-Clade-52 X sp.
ASV8426,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8427,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8429,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8430,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8431,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III XX sp.
ASV8432,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8433,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11 X sp.
ASV8434,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV8435,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-IV,Dino-Group-IV-Hematodinium-Group,Hematodinium,Hematodinium perezi
ASV8436,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8438,0,0,7,0,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6 X sp.
ASV8446,0,0,0,3,0,0,1,3,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8447,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8448,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8449,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8450,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8451,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8454,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-7,Dino-Group-II-Clade-7_X,Dino-Group-II-Clade-7 X sp.
ASV8455,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8457,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8458,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22 X sp.
ASV8462,0,0,0,7,0,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3 X sp.
ASV8468,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8469,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8470,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8471,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
ASV8474,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8475,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47 X sp.
ASV8476,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II_X,Dino-Group-II_XX,Dino-Group-II XX sp.
ASV8477,0,0,0,0,7,0,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4 X sp.
ASV8480,0,0,0,0,0,7,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5 X sp.
ASV8484,0,0,0,0,0,7,0,0,0,7,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1 X sp.
