asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV6361,0,1,0,0,0,1,0,4,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV6552,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV6588,0,0,0,6,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Idiomarinaceae,Idiomarina,NA
ASV6610,0,0,0,0,0,6,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Umboniibacter,NA
ASV6804,0,3,0,0,0,0,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA,NA
ASV7100,0,0,0,4,2,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV7569,0,0,0,0,0,0,0,0,6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium japonicum
ASV7311,6,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
ASV7312,6,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,NA
ASV7313,6,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
ASV7319,6,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA,NA
ASV7321,6,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03,NA
ASV7322,6,0,0,0,0,0,0,0,0,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ASV7323,6,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
ASV7324,6,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03,NA
ASV7330,6,0,0,0,0,0,0,0,0,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8,NA,NA
ASV7331,6,0,0,0,0,0,0,0,0,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,MSBL8,NA,NA
ASV7332,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7333,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
ASV7334,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7335,2,4,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7336,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08,NA,NA
ASV7337,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7338,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7339,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7341,6,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7348,6,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira-Sulfurivermis,NA
ASV7349,6,0,0,0,0,0,0,0,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,NA,NA
ASV7350,6,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,NA
ASV7351,6,0,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,NA,NA
ASV7356,6,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans,NA
ASV7357,6,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,Desulfatiglans,NA
ASV7358,6,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,MSBL7,NA
ASV7359,6,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,NA
ASV7360,6,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,NA
ASV7361,6,0,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV7366,6,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,NA
ASV7367,2,0,4,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV7368,6,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Psychromonadaceae,NA,NA
ASV7374,6,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,NA
ASV7379,0,6,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7380,0,6,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
ASV7381,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV7382,0,6,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales Incertae Sedis,Candidatus Hepatoplasma,NA
ASV7385,0,6,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7387,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV7388,0,6,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,NA
ASV7389,0,6,0,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
ASV7390,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,NA
ASV7391,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV7392,0,6,0,0,0,0,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
ASV7393,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,NA,NA
ASV7394,0,2,0,0,0,0,0,4,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,NA,NA
ASV7396,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,NA,NA
ASV7397,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,MSB-1D1,NA
ASV7398,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,NA,NA
ASV7399,0,3,1,0,0,1,0,1,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV7400,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV7401,0,6,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
ASV7405,0,6,0,0,0,0,0,0,0,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV7408,0,6,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019,NA
ASV7409,0,0,6,0,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV7410,0,0,6,0,0,0,0,0,0,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,NA
ASV7412,0,0,6,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7413,0,0,6,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA
ASV7414,0,0,6,0,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV7415,0,0,6,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,NA
ASV7417,0,0,6,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7419,0,0,5,0,0,0,1,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV7422,0,0,6,0,0,0,0,0,0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,NA
ASV7423,0,0,3,3,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Oleiphilus,NA
ASV7424,0,0,6,0,0,0,0,0,0,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
ASV7425,0,0,6,0,0,0,0,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7426,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV7427,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,IheB2-23,NA
ASV7428,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7429,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7430,0,0,2,0,4,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7431,0,0,6,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7432,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
ASV7433,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7435,0,0,6,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV7436,0,0,6,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7437,0,0,6,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7438,0,0,3,2,0,1,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
ASV7442,0,0,6,0,0,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV7445,0,0,0,6,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,NA
ASV7450,0,0,0,6,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
ASV7451,0,0,0,6,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV7454,0,0,0,6,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,NA,NA
ASV7458,0,0,0,6,0,0,0,0,0,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV7459,0,0,0,6,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV7460,0,0,0,6,0,0,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7462,0,0,0,6,0,0,0,0,0,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
ASV7463,0,0,0,0,6,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV7464,0,0,0,0,6,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV7465,0,0,0,0,6,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,NA
ASV7466,0,0,0,0,6,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV7467,0,0,0,0,6,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,NA,NA
ASV7470,0,0,0,0,6,0,0,0,0,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,NA,NA
ASV7472,0,0,0,0,6,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,SAR86 clade,NA,NA
ASV7473,0,0,0,0,6,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,Pseudohongiella,NA
ASV7481,0,0,0,0,0,6,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV7483,0,0,0,0,0,6,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7484,0,0,0,0,0,6,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
ASV7487,0,0,0,0,0,6,0,0,0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,NA,NA
ASV7488,0,0,0,0,0,6,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7489,0,0,0,0,0,6,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7492,0,0,0,0,0,6,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV7495,0,0,0,0,0,6,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7496,0,0,0,0,0,6,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV7499,0,0,0,0,0,6,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7501,0,0,0,0,0,3,0,3,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
ASV7502,0,0,0,0,0,6,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,NA
ASV7505,0,0,0,0,0,6,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Thioglobaceae,IheB2-31,NA
ASV7506,0,0,0,0,0,6,0,0,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7508,0,0,0,0,0,0,6,0,0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
ASV7514,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,NA,NA
ASV7515,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Enterovibrio,NA
ASV7517,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV7519,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
ASV7520,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
ASV7525,0,0,0,0,0,0,6,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,NA
ASV7526,0,0,0,0,0,0,0,6,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7531,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Simkania,NA
ASV7532,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,NA
ASV7533,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7534,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14,NA,NA
ASV7535,0,0,0,0,0,0,0,6,0,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV7536,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7538,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7539,0,0,0,0,0,0,0,6,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
ASV7541,0,0,0,0,0,0,0,6,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
ASV7542,0,0,0,0,0,0,0,6,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV7543,0,0,0,0,0,0,0,6,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
ASV7549,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV7550,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,NA,NA
ASV7551,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Psychrosphaera,NA
ASV7552,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade,NA
ASV7553,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,endosymbionts,NA
ASV7554,0,0,0,0,0,0,0,6,0,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,NA
ASV7555,0,0,0,0,0,0,0,6,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV7557,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV7558,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV7559,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,NA,NA
ASV7560,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV7562,0,0,0,0,0,0,0,6,0,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
ASV7564,0,0,0,0,0,0,0,6,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,NA,NA
ASV7566,0,0,0,0,0,0,0,6,0,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASV7568,0,0,0,0,0,0,0,0,6,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7571,0,0,0,0,0,0,0,0,6,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV7574,0,0,0,0,0,0,0,0,6,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,NA
ASV7576,0,0,0,0,0,0,0,0,6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliiglaciecola,NA
ASV7577,0,0,0,0,0,0,0,0,6,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV947,0,0,0,5,0,0,0,0,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,NA
ASV2257,0,0,0,0,0,0,0,5,0,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,NA
ASV2623,0,0,0,0,0,0,0,5,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,OM60(NOR5) clade,NA
ASV2832,0,0,0,0,0,0,0,0,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV3324,0,0,5,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
ASV4529,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aestuariibacter,NA
ASV4530,0,0,0,0,0,0,0,0,5,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV4559,0,0,0,5,0,0,0,0,0,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA,NA
ASV5166,0,0,0,1,4,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
ASV5452,0,0,0,0,0,0,0,0,5,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
ASV5721,0,0,0,0,5,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,NA
ASV5833,0,0,0,0,4,1,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV6389,0,0,0,5,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV6585,0,0,0,5,0,0,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,NA
ASV6603,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus Thiophysa,NA
ASV6878,0,0,0,0,0,0,5,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,NA
ASV7840,0,0,0,0,5,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Idiomarinaceae,Idiomarina,Idiomarina baltica
ASV7745,5,0,0,0,0,0,0,0,0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum
ASV7964,0,0,0,0,0,0,0,0,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter mishustinae
ASV7704,5,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,GWE2-31-10,NA
ASV7705,5,0,0,0,0,0,0,0,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
ASV7707,5,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,NA
ASV7708,5,0,0,0,0,0,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564 sediment group,NA,NA
ASV7712,5,0,0,0,0,0,0,0,0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
ASV7714,5,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,NA
ASV7715,5,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,TG3,NA,NA
ASV7718,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
ASV7722,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08,NA,NA
ASV7724,5,0,0,0,0,0,0,0,0,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
